加工物料序号, 加工CNC序号, 开始时间, 结束时间, 耗时
17, 5, 46871,47362, 491
5, 6, 46895,47630, 735
29, 2, 47142,47512, 370
9, 4, 47273,47703, 430
26, 5, 47362,48097, 735
4, 3, 47512,48105, 593
28, 2, 47512,48714, 1202
29, 1, 47609,47979, 370
1, 4, 47703,48073, 370
19, 1, 47979,48714, 735
17, 4, 48073,48564, 491
5, 5, 48097,48832, 735
1, 3, 48105,48475, 370
9, 3, 48475,48905, 430
26, 4, 48564,49299, 735
1, 2, 48714,49084, 370
28, 1, 48714,49916, 1202
22, 3, 48905,49275, 370
4, 2, 49084,49677, 593
17, 3, 49275,49766, 491
5, 4, 49299,50034, 735
9, 2, 49677,50107, 430
26, 3, 49766,50501, 735
4, 1, 49916,50509, 593
22, 2, 50107,50477, 370
17, 2, 50477,50968, 491
5, 3, 50501,51236, 735
9, 1, 50509,50939, 430
1, 1, 50939,51309, 370
26, 2, 50968,51703, 735
17, 1, 51309,51800, 491
5, 2, 51703,52438, 735
22, 1, 51800,52170, 370
26, 1, 52170,52905, 735
5, 1, 52905,53640, 735
